IAUNAME,UID,RA,DEC,RADEC_ERR,EXT,ML_FLUX_1,QUAIA_source_id,QUAIA_redshift,QUAIA_redshift_err,CLUSTER_NAME,SEPARATION,CLUSTER_Z
1eRASS J042925.9-665631,106615600040,67.35814496254136,-66.94206591708834,1.7954397201538086,0.0,1.5468521103768895e-13,4656685185360389248,0.43132227659225464,0.0781645586156845,1eRASS J042939.1-665529,0.027545779769340296,0.0618
1eRASS J043215.9-483310,106713800036,68.06639079316665,-48.552785701132066,1.8704874515533447,0.0,1.2752732897469699e-13,4787865817428220416,2.065,0.45624896291732775,1eRASS J043212.2-483331,0.011915987546035784,0.1494
1eRASS J043220.0-522030,106714100120,68.08348134944752,-52.341680806169805,2.2680389881134033,0.0,7.245630961535965e-14,4781161476560728576,0.4169850351470115,0.06993017780780789,1eRASS J043207.4-521921,0.03739933608821215,0.1007
1eRASS J042849.3-732910,106816200079,67.20545405608618,-73.4861831227782,3.3843140602111816,0.0,6.646344309331823e-14,4652619912915423488,0.40177929401397705,0.0566948829126358,1eRASS J042925.4-733514,0.10989916375380022,0.0282
1eRASS J043610.5-045805,107109600082,69.04411898691322,-4.968183637683168,3.330061674118042,0.0,9.346511195204577e-14,3201056374298289920,0.5160715579986572,0.1030226554822922,1eRASS J043625.4-045926,0.06573903806917156,0.015
1eRASS J044202.6-365427,107112600980,70.51095360044762,-36.90771246969139,7.526596546173096,0.0,2.7985894038382725e-14,4866571230566585984,0.6863099932670593,0.07848736381530763,1eRASS J044141.6-365557,0.07420992384805081,0.0438
1eRASS J043917.4-611505,107115000089,69.82273513316365,-61.25163783438785,2.953788995742798,0.0,5.254441494536785e-14,4677630052937509120,0.9593288898468018,0.0737436414813995,1eRASS J043910.8-611416,0.01908221299864097,0.1492
1eRASS J044457.3-154855,107210500117,71.2391307451362,-15.815550713226116,4.578472137451172,0.0,6.95868330406052e-14,3172980001284915968,1.082,0.12045007686614984,1eRASS J044511.2-155247,0.08501954386956624,0.037
1eRASS J050232.5-623156,107315300103,75.6355430020793,-62.532283186399766,1.8813576698303223,0.0,7.281509921928941e-14,4664564869797548288,0.6276606321334839,0.07158981702804568,1eRASS J050221.8-623237,0.023560915317950723,0.1583
1eRASS J045219.4+040630,107408700052,73.08112814375865,4.108345827593894,3.3295741081237793,0.0,1.4876042563581604e-13,3233478292141707008,0.7295504808425903,0.13120631012916567,1eRASS J045222.2+040823,0.03350784448157958,0.1087
1eRASS J050030.6-211135,107511100043,75.12761942793853,-21.193076947846578,2.5508177280426025,0.0,2.0119198191129173e-13,2974915351046855552,0.31022509932518005,0.07957165328979492,1eRASS J050026.3-211403,0.044441475739496056,0.0434
1eRASS J045643.3-562318,107714700126,74.18042719818983,-56.388504475748256,3.0414962768554688,0.0,4.1567840342775567e-14,4764207728812363648,1.3184824021922665,0.3185445817375183,1eRASS J045639.8-562316,0.008002799623144688,0.6677
1eRASS J050837.7-554447,107714700345,77.1574472510058,-55.74657583646119,2.6650142669677734,0.0,4.146984879517361e-14,4764493464396901632,2.306045373314248,0.5438463855743407,1eRASS J050846.2-554127,0.05900868624992148,0.05
1eRASS J051953.0-250256,107911400310,79.9708625108175,-25.04904102441899,5.005194187164307,0.0,6.061513460218701e-14,2957862681614466176,2.7312798500061035,0.12087438064575196,1eRASS J051946.8-250135,0.03247634989795734,0.0353
1eRASS J051631.1+062312,108008400037,79.12987852679379,6.386686594940038,4.257636070251465,0.0,1.874958250724229e-13,3240799119733829504,1.4540257453918457,0.10932288885116581,1eRASS J051636.9+062648,0.06471847245864393,0.0284
1eRASS J052522.2-305519,108112000034,81.34257339816901,-30.922106730953892,3.6146533489227295,0.0,9.369290960474855e-14,2905269776283485056,1.4673436880111694,0.1052692055702209,1eRASS J052523.8-305421,0.01708344429829824,0.16
1eRASS J051901.9-514556,108114100305,79.75797082280623,-51.765704383437495,2.8476195335388184,0.0,4.603656933205476e-14,4772086863496584576,1.287816047668457,0.33455951780319204,1eRASS J051915.3-514701,0.03891930876546494,0.1101
1eRASS J053531.1-582347,108214700227,83.87966510817697,-58.39656180559853,3.3603317737579346,0.0,4.443089301965804e-14,4760019139267240320,2.2881009578704834,0.0470999999999997,1eRASS J053520.3-582610,0.04614642781266892,0.0642
1eRASS J052822.0-612256,108315000417,82.09182995778879,-61.382493993759866,2.5391695499420166,0.0,2.8529560441512e-14,4757943707989952512,1.451,0.0701647448539734,1eRASS J052810.1-612526,0.047862409432544384,0.0501
1eRASS J053906.7-291332,108412000061,84.7782815361714,-29.225814979811364,2.3318793773651123,0.0,1.954274009329307e-13,2907135888033898368,0.8302860856056213,0.0598673618602753,1eRASS J053913.8-291312,0.02639309908005501,0.1553
1eRASS J053936.6-404708,108513200015,84.90263042740496,-40.78557660728336,1.1809462308883667,0.0,4.946239273197206e-13,4807751039268606080,0.7205318333102165,0.17796429346561435,1eRASS J054006.9-405004,0.10735519915168155,0.0368
1eRASS J054856.4-325852,108612300363,87.23534898137902,-32.98125703648341,5.953915596008301,0.0,5.501191678840972e-14,2889053770776614912,2.528904914855957,0.13217999999999996,1eRASS J054827.0-325840,0.10299310098300521,0.0384
1eRASS J055039.9-223242,108911400026,87.66650753708144,-22.545270330680747,2.9860870838165283,0.0,2.321933335706905e-13,2916003969007092480,0.4391221554452395,0.3008679131069183,1eRASS J055031.7-223145,0.035457526468674144,0.0873
1eRASS J054727.8-472319,108913800065,86.86614482158029,-47.3886987939547,2.5327537059783936,0.0,1.0652923313446416e-13,4795066832611664256,0.4425238753776449,0.12023597270965578,1eRASS J054751.4-472406,0.06791151268005954,0.0515
1eRASS J055620.4-612130,108915000037,89.08536930339203,-61.358435293636845,1.081570029258728,0.0,1.4953927581894816e-13,4758649010339060864,0.32089072465896606,0.09838057760238647,1eRASS J055552.5-612412,0.07167465662096416,0.0376
1eRASS J054952.4-590015,108915000179,87.46833391382782,-59.004220726858534,2.2648487091064453,0.0,6.287900972470895e-14,4765132589890131200,1.9021207094192505,0.08214060155868541,1eRASS J054945.2-590113,0.02240239952122517,0.184
1eRASS J060424.2-594506,108915000346,91.10114777094499,-59.75177036460496,3.3189122676849365,0.0,3.892733032619111e-14,5494448788716591872,2.4121615886688232,0.12161377792358397,1eRASS J060354.3-594243,0.07433685830889003,0.0472
1eRASS J060511.8-445756,109313500221,91.29931567517608,-44.965647946284165,3.5629515647888184,0.0,5.4535952034688584e-14,5567905889258194688,1.175719976425171,0.044424863681793214,1eRASS J060518.0-445507,0.050275897247394244,0.0403
1eRASS J062250.9-645023,109315600514,95.71247430725224,-64.83990388267569,1.4969748258590698,0.0,7.602454771401743e-14,5284788761867105152,0.6670105457305908,0.07127833724021909,1eRASS J062154.5-645717,0.15223216444416848,0.0258
1eRASS J061505.5-650206,109315600897,93.77329882568542,-65.03512092674497,1.993712067604065,0.0,2.5702501582690156e-14,5476552179690498944,1.0613559484481812,0.13188696506500247,1eRASS J061554.1-650156,0.08542757699506419,0.0346
1eRASS J061515.9-291528,109412000042,93.81666407475302,-29.257885619915164,2.739715814590454,0.0,1.3346501638242247e-13,2896897579353078656,1.6846500635147095,0.1299983267402649,1eRASS J061534.4-291549,0.06736294125642917,0.0546
1eRASS J061130.3-590452,109415000021,92.87643635177452,-59.081190169769876,1.714083194732666,0.0,1.683051349113049e-13,5494564757128419328,0.8273761868476868,0.07830000000000004,1eRASS J061125.5-590439,0.010905746602887194,0.229
1eRASS J062723.9-542302,109614400267,96.84973636309518,-54.38392169935794,3.6744384765625,0.0,6.121023284587357e-14,5499654117281096192,1.4029452800750732,0.07543262004852291,1eRASS J062737.6-542715,0.07773627892969392,0.051
1eRASS J062724.9-631504,109815300679,96.85381343860075,-63.25116031346532,3.1604084968566895,0.0,2.1401825624212112e-14,5477335925317066880,1.30141019821167,0.055061295032501234,1eRASS J062733.1-631248,0.0407753543277278,0.0631
1eRASS J063955.9-661902,110015600980,99.9832626537642,-66.3173549355418,3.5578489303588867,0.0,1.8719961765076808e-14,5283533527609362048,2.814164638519287,0.11226000000000003,1eRASS J063949.6-661807,0.01860965391177729,0.0782
1eRASS J065025.3-674631,110615900137,102.60566032265676,-67.77539350725934,1.9112976789474487,0.0,5.0993707683116146e-14,5280848657654261376,2.7643344402313232,0.12049417339324964,1eRASS J065044.8-674609,0.031404401573336946,0.0896
